timestamp,Psi,epsilon,trigger
2022-04-29 00:15:00,0.0,0.19364599092284418,0
2022-04-29 00:30:00,0.016067609160623924,0.19364599092284418,0
2022-04-29 00:45:00,0.06927852261463822,0.19364599092284418,0
2022-04-29 01:00:00,0.03643382544733687,0.19364599092284418,0
2022-04-29 01:15:00,0.06475037821482602,0.19364599092284418,0
2022-04-29 01:30:00,0.028462621941676636,0.19364599092284418,0
2022-04-29 01:45:00,0.0035265272053837116,0.19364599092284418,0
2022-04-29 02:00:00,0.01064218269080286,0.19364599092284418,0
2022-04-29 02:15:00,0.02201471125254317,0.19364599092284418,0
2022-04-29 02:30:00,0.06320621837341538,0.19364599092284418,0
2022-04-29 02:45:00,0.036684229745943917,0.19364599092284418,0
2022-04-29 03:00:00,0.07050967708278993,0.19364599092284418,0
2022-04-29 03:15:00,0.10456466169335905,0.19364599092284418,0
2022-04-29 03:30:00,0.006218373415410336,0.19364599092284418,0
2022-04-29 03:45:00,0.0020867024883927175,0.19364599092284418,0
2022-04-29 04:00:00,0.03009024988262304,0.19364599092284418,0
2022-04-29 04:15:00,0.011643799885231306,0.19364599092284418,0
2022-04-29 04:30:00,0.06216286712921907,0.19364599092284418,0
2022-04-29 04:45:00,0.04855756690489849,0.19364599092284418,0
2022-04-29 05:00:00,0.12672544212008977,0.19364599092284418,0
2022-04-29 05:15:00,0.026459387552819694,0.19364599092284418,0
2022-04-29 05:30:00,0.1116803171787782,0.19364599092284418,0
2022-04-29 05:45:00,0.022265115551150256,0.19364599092284418,0
2022-04-29 06:00:00,0.002295372737231989,0.19364599092284418,0
2022-04-29 06:15:00,0.032573425843810205,0.19364599092284418,0
2022-04-29 06:30:00,0.09041681882205649,0.19364599092284418,0
2022-04-29 06:45:00,0.1317961291668841,0.19364599092284418,0
2022-04-29 07:00:00,0.19364599092284418,0.19364599092284418,1
2022-04-29 07:15:00,0.16017528300902498,0.19364599092284418,0
2022-04-29 07:30:00,0.1390787208513746,0.19364599092284418,0
2022-04-29 07:45:00,0.01226981063174917,0.19364599092284418,0
2022-04-29 08:00:00,0.09492409619698472,0.19364599092284418,0
2022-04-29 08:15:00,0.018759455370650525,0.19364599092284418,0
2022-04-29 08:30:00,0.0024205748865355568,0.19364599092284418,0
2022-04-29 08:45:00,0.03355417601335491,0.19364599092284418,0
2022-04-29 09:00:00,0.028733893265167704,0.19364599092284418,0
2022-04-29 09:15:00,0.02305806249673953,0.19364599092284418,0
2022-04-29 09:30:00,0.00012520214930356778,0.19364599092284418,0
2022-04-29 09:45:00,0.0009181490948927909,0.19364599092284418,0
2022-04-29 10:00:00,0.0504169203004822,0.19364599092284418,0
2022-04-29 10:15:00,0.011957743050310624,0.19364599092284418,0
2022-04-29 10:30:00,0.007387864600730579,0.19364599092284418,0
2022-04-29 10:45:00,0.005781103684668176,0.19364599092284418,0
2022-04-29 11:00:00,0.11923418018675987,0.19364599092284418,0
2022-04-29 11:15:00,0.1246178726068131,0.19364599092284418,0
2022-04-29 11:30:00,0.12998069800198234,0.19364599092284418,0
2022-04-29 11:45:00,0.20933799363555747,0.19364599092284418,1
2022-04-29 12:00:00,0.2766967499608743,0.19364599092284418,1
2022-04-29 12:15:00,0.14882362147216857,0.19364599092284418,0
2022-04-29 12:30:00,0.05632010016171937,0.19364599092284418,0
2022-04-29 12:45:00,0.09686472951119009,0.19364599092284418,0
2022-04-29 13:00:00,0.04233919348948835,0.19364599092284418,0
2022-04-29 13:15:00,0.01965673744065936,0.19364599092284418,0
2022-04-29 13:30:00,0.07814700819030727,0.19364599092284418,0
2022-04-29 13:45:00,0.33737805832333456,0.19364599092284418,1
2022-04-29 14:00:00,0.20956753090928057,0.19364599092284418,1
2022-04-29 14:15:00,0.10087119828890397,0.19364599092284418,0
2022-04-29 14:30:00,0.24184881840471595,0.19364599092284418,1
2022-04-29 14:45:00,0.04292347018623821,0.19364599092284418,0
2022-04-29 15:00:00,0.045657050446032646,0.19364599092284418,0
2022-04-29 15:15:00,0.02178517397881999,0.19364599092284418,0
2022-04-29 15:30:00,0.06729615525066514,0.19364599092284418,0
2022-04-29 15:45:00,0.09191924461369921,0.19364599092284418,0
2022-04-29 16:00:00,0.044196358704157696,0.19364599092284418,0
2022-04-29 16:15:00,0.05594449371380883,0.19364599092284418,0
2022-04-29 16:30:00,0.04294433721112206,0.19364599092284418,0
2022-04-29 16:45:00,0.13882831655276753,0.19364599092284418,0
2022-04-29 17:00:00,0.15892326151598934,0.19364599092284418,0
2022-04-29 17:15:00,0.34797850696436966,0.19364599092284418,1
2022-04-29 17:30:00,0.19116281496165674,0.19364599092284418,0
2022-04-29 17:45:00,0.12259377119307213,0.19364599092284418,0
2022-04-29 18:00:00,0.08442798268036943,0.19364599092284418,0
2022-04-29 18:15:00,0.08336376441128907,0.19364599092284418,0
2022-04-29 18:30:00,0.20641661015180757,0.19364599092284418,1
2022-04-29 18:45:00,0.45164588658771987,0.19364599092284418,1
2022-04-29 19:00:00,0.4079503364807763,0.19364599092284418,1
2022-04-29 19:15:00,0.15869372424226613,0.19364599092284418,0
2022-04-29 19:30:00,0.06479211226459387,0.19364599092284418,0
2022-04-29 19:45:00,0.016944024205748875,0.19364599092284418,0
2022-04-29 20:00:00,0.000959883144660631,0.19364599092284418,0
2022-04-29 20:15:00,0.0439250873806667,0.19364599092284418,0
2022-04-29 20:30:00,0.0021701705879283973,0.19364599092284418,0
2022-04-29 20:45:00,0.048787104178621726,0.19364599092284418,0
2022-04-29 21:00:00,0.0564244352861391,0.19364599092284418,0
2022-04-29 21:15:00,0.04880797120350568,0.19364599092284418,0
2022-04-29 21:30:00,0.04697167301372005,0.19364599092284418,0
2022-04-29 21:45:00,0.029652042360060544,0.19364599092284418,0
2022-04-29 22:00:00,0.053941259324951744,0.19364599092284418,0
2022-04-29 22:15:00,0.018801189420418363,0.19364599092284418,0
2022-04-29 22:30:00,0.003735197454222983,0.19364599092284418,0
2022-04-29 22:45:00,0.03743544264176532,0.19364599092284418,0
2022-04-29 23:00:00,0.05838593562522823,0.19364599092284418,0
2022-04-29 23:15:00,0.011998539308258125,0.19364599092284418,0
2022-04-29 23:30:00,0.03303250039125671,0.19364599092284418,0
2022-04-29 23:45:00,0.02917210078773018,0.19364599092284418,0
