timestamp,load,is_weekday,temp_max_num,temp_min_num,Weather,Season,Oil price,Quarterly gdp,split
2022/4/16 18:30,4197.5,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 18:45,3112,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 19:00,2005.1,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 19:15,1269.1,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 19:30,1083.9,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 19:45,938.9,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 20:00,670.8,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 20:15,738,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 20:30,618.6,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 20:45,484.3,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 21:00,364.4,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 21:15,564.8,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 21:30,669,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 21:45,813.9,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 22:00,671.9,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 22:15,599.7,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 22:30,831.3,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 22:45,793.5,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 23:00,750.9,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 23:15,930.5,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 23:30,983.8,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/16 23:45,903.4,0,28,22,overcast,spring,9.01,7952.3,history
2022/4/17 0:00,1031.9,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 0:15,982.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 0:30,1115.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 0:45,1074.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 1:00,1068,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 1:15,1416.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 1:30,1606.9,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 1:45,1558.9,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 2:00,1659.1,1,27,21,cloudy,spring,9.01,7952.3,history
