timestamp,t,P_buy,P_sell,P_ch,P_dis,SOC_kWh,P_dg,P_pv,P_wt,shed,trigger,q50,q90,q95,load_actual,Pgrid_max_kW,Pess_max_kW,Ecap_kWh,SOC_min_kWh,SOC_max_kWh,SOC0_kWh,SOC_pct
2022-04-29 03:00:00,12,1982.835176036012,258.2244959125494,151.72239348717494,185.04676976411992,4381.234387252291,4.861665243704058,0.0,600.0,1.037030356096902,1,2087.4786376953125,3097.69697265625,3294.11669921875,2254.8,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,52.37393485799173
2022-04-29 03:15:00,13,2123.604259602541,138.44689888827472,82.6387826630763,103.81782032571365,4368.571937346515,2.7397989554875797,0.0,816.1770582466161,0.588883841413731,0,2158.803466796875,3184.393115234375,3325.7227539062496,2755.9,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,52.1683756062746
2022-04-29 03:30:00,14,2277.0293086330057,191.28403969971276,113.11890340830526,136.87257709083377,4360.878169195913,3.743427717261865,0.0,700.2362423614774,0.8120322376880456,0,2294.69775390625,3330.804638671875,3511.8229370117188,2726.1,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,52.043476772660924
2022-04-29 03:45:00,15,2070.0169596474548,232.35133175452756,136.66249150306533,161.00967174418736,4351.724809520956,4.503395459823493,0.0,995.2928325970756,0.9824991862102095,0,2474.7760009765625,3483.6594482421874,3696.8657958984377,2736.1,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,51.89488327144409
2022-04-29 04:00:00,16,2312.5908137413444,234.4020888554559,136.77434386641238,156.8419673853243,4341.811185004463,4.496666881551787,0.0,897.5533984104671,0.9875821699058613,0,2633.867431640625,3636.412158203125,3827.892590332031,2880.3,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,51.73394780851401
2022-04-29 04:15:00,17,2427.8189379899486,276.5753789871548,159.055363994163,174.81660627697204,4333.02088972923,5.158438296755233,0.0,904.4284431583836,1.1393920067219694,0,2835.5030517578125,3836.031323242188,4057.0147460937496,2936.1,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,51.59124820989009
2022-04-29 04:30:00,18,2828.9855517818396,271.64255188002676,151.95993576141404,155.8766405690747,4324.792168604956,4.791915505997551,0.0,793.6359541248934,1.0649306414608097,0,3067.5555419921875,4063.864331054688,4328.6962890625,3234.0,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,51.457665074755774
2022-04-29 04:45:00,19,3043.510672083313,298.6264841793151,160.87299011401183,151.5975557095722,4319.862484777483,4.874356172676219,0.0,867.4148501708103,1.0887201469770849,0,3373.313720703125,4358.21552734375,4657.281103515625,3466.7,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,51.3776377398942
2022-04-29 05:00:00,20,3562.332427179948,239.32404492305977,125.0081684598137,110.81714319538685,4318.175726321778,3.685944315541974,0.0,872.367917825995,0.8273547182436709,0,3692.779541015625,4748.51181640625,5036.083081054687,4074.0,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,51.35025529743146
2022-04-29 05:15:00,21,3982.1325399552734,364.0959214473543,172.6690648733619,130.52924263177565,4318.7027602269345,4.699350570235716,0.0,762.115706693738,1.0624422986555833,0,4239.680419921875,5210.88046875,5559.5048828125,4200.8,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,51.35881104264504
2022-04-29 05:30:00,22,4376.326134146699,310.0009780525668,140.41845080675097,174.66064625369413,4325.361862441785,3.7426680526770464,0.0,745.2890760954559,0.8491090091370765,0,4640.467041015625,5547.911279296875,5852.18662109375,4736.0,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,51.466913351327676
2022-04-29 05:45:00,23,4381.090294492208,320.4074626531172,142.7555195143529,254.37525997455793,4312.74791654689,3.7606339728090696,0.0,787.3749938252444,0.8541283305222496,0,4829.595458984375,5708.431591796875,6001.153833007813,4842.7,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,51.26214150238458
2022-04-29 06:00:00,24,3634.831089490509,262.4752681091254,126.90092058763666,973.5124853060315,4279.711494543508,3.8159921924719233,0.0,733.4002789714522,0.8677916206190874,1,4713.64111328125,5637.211767578125,6060.204638671875,4853.7,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,50.725835950381615
2022-04-29 06:15:00,25,3259.32482004804,241.10221594870407,118.93082041395027,981.4044517351435,4053.662967049906,3.678908134303872,209.2900135364578,734.6226640744661,0.8192430825123871,0,4293.88330078125,5488.836279296876,5954.45263671875,4697.6,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,47.05621699756341
2022-04-29 06:30:00,26,2584.773379586014,222.19084405918753,115.35819054075765,984.9126441337664,3823.6447074942344,3.733784777101775,417.683815104165,768.8287086835646,0.8179958624743588,0,3682.446044921875,5154.164453125,5578.176123046875,4264.3,5000.0,1100.0,7700.0,1155.0,7315.0,4620.0,43.32215434243887
